,Unnamed: 0,Date,Title,Return
99632,99632,2011-12-19," Gold to drop in Q1, far from retesting record high: Reuters poll ",-0.011732825699560244
99633,99633,2011-12-19, No Gulf Keystone bid talks with Exxon: source ,-0.011732825699560244
99634,99634,2011-12-19, Harley offers voluntary layoffs in Wisconsin ,-0.011732825699560244
99635,99635,2011-12-19, Online holiday spending rises 15 percent: comScore ,-0.011732825699560244
99636,99636,2011-12-19, Factbox: Pledges of loans to IMF after December 9 EU summit ,-0.011732825699560244
99637,99637,2011-12-19, IMF approves 2.9 billion euro tranche to Portugal ,-0.011732825699560244
99638,99638,2011-12-19, IMF says key Portugal perseveres with reforms ,-0.011732825699560244
99639,99639,2011-12-19, Deutsche Bank ex-Chairman settles fraud trial in Munich ,-0.011732825699560244
99640,99640,2011-12-19, Kodak's financing plans faces obstacles: report ,-0.011732825699560244
99641,99641,2011-12-19," World stocks, euro slide on euro zone worries ",-0.011732825699560244
99642,99642,2011-12-19," Banks sink Wall Street, BofA below $5/share ",-0.011732825699560244
99643,99643,2011-12-19, NY Times Co near sale of regional newspapers ,-0.011732825699560244
99644,99644,2011-12-19, Tighter bank rules give fillip to shadow banks ,-0.011732825699560244
99645,99645,2011-12-19, Saab heads for scrapyard as long rescue quest fails ,-0.011732825699560244
99646,99646,2011-12-19, Samsung expands patent row with Apple in Germany ,-0.011732825699560244
99647,99647,2011-12-19, Default notices spur strategic review at Sino-Forest ,-0.011732825699560244
99648,99648,2011-12-19, Home builder sentiment rises for third month: NAHB ,-0.011732825699560244
99649,99649,2011-12-19, Home builder sentiment rises for third month: NAHB ,-0.011732825699560244
99650,99650,2011-12-19," Holiday sales strong, but still discounted ",-0.011732825699560244
99651,99651,2011-12-19, Scent makers sweeten the smell of commerce ,-0.011732825699560244
99652,99652,2011-12-20, EU's Barroso asks Hungary to withdraw cbank law - website ,0.029825423296426123
99653,99653,2011-12-20, Apple buys Israel's Anobit for $500 million: report ,0.029825423296426123
99654,99654,2011-12-20, Analysis: AT&T may eye Dish or Clearwire deals next ,0.029825423296426123
99655,99655,2011-12-20, AT&T gives up on $39 billion bid for T-Mobile USA ,0.029825423296426123
99656,99656,2011-12-20, Bank of America shares close below $5 ,0.029825423296426123
99657,99657,2011-12-20, Corrected: Boeing 787 delivery delay hits ANA schedule ,0.029825423296426123
99658,99658,2011-12-20, Analysis: Chinese banks lure depositors despite warnings ,0.029825423296426123
99659,99659,2011-12-20," Deutsche Boerse, NYSE offer to cap derivatives fees for 3 years ",0.029825423296426123
99660,99660,2011-12-20, Deutsche Telekom could be forced into arms of Sprint ,0.029825423296426123
99661,99661,2011-12-20, Jump in housing starts points to recovery ,0.029825423296426123
99662,99662,2011-12-20, Bundesbank's Nagel says ECB bazooka no solution: report ,0.029825423296426123
99663,99663,2011-12-20, Spain borrowing costs dive ,0.029825423296426123
99664,99664,2011-12-20," Fed bank capital, liquidity proposal follows Basel ",0.029825423296426123
99665,99665,2011-12-20, Lacker sees no need for Fed to ease ,0.029825423296426123
99666,99666,2011-12-20, CFTC sheds light on real-time reporting of swaps ,0.029825423296426123
99667,99667,2011-12-20," General Mills earnings miss, ConAgra beats ",0.029825423296426123
99668,99668,2011-12-20," German business morale rises, defies euro zone gloom ",0.029825423296426123
99669,99669,2011-12-20, Greek debt talks hit trouble as hedge fund walks out ,0.029825423296426123
99670,99670,2011-12-20, Leading Greenhill banker dies in New Jersey plane crash ,0.029825423296426123
99671,99671,2011-12-20," Exclusive: An inside look at David Einhorn's ""big short"" ",0.029825423296426123
99672,99672,2011-12-20, Honda sees U.S. sales rebound of 23 percent ,0.029825423296426123
99673,99673,2011-12-20, Exclusive: Main Italian banks to tap ECB 3-year loans ,0.029825423296426123
99674,99674,2011-12-20, Lockheed: Japan defense contractors may be able to go global ,0.029825423296426123
99675,99675,2011-12-20, Japan picks Lockheed F-35 fighter as allies stress tight ties ,0.029825423296426123
99676,99676,2011-12-20, Japan to pay $114 million for each F-35 fighter jet ,0.029825423296426123
99677,99677,2011-12-20, Factbox: Lockheed Martin's F-35 Joint Strike Fighter ,0.029825423296426123
99678,99678,2011-12-20," Japan: Mitsubishi Heavy, IHI to participate on F-35 ",0.029825423296426123
99679,99679,2011-12-20, Pentagon hails Japan's F-35 order ,0.029825423296426123
99680,99680,2011-12-20," Global stocks, euro rise on economy, Spanish auction ",0.029825423296426123
99681,99681,2011-12-20, Wall Street rallies 3 percent in broad advance ,0.029825423296426123
99682,99682,2011-12-20, Analysis: Money managers forge ahead despite volatility ,0.029825423296426123
99683,99683,2011-12-20, MF Global U.S. trustee pursuing $700 million in UK ,0.029825423296426123
99684,99684,2011-12-20, Navistar CEO sees potential Oshkosh ties ,0.029825423296426123
99685,99685,2011-12-20, Brand power helps Nike beat estimates ,0.029825423296426123
99686,99686,2011-12-20, Analysis: Olympus ex-CEO looks to be losing boardroom bid ,0.029825423296426123
99687,99687,2011-12-20, Prosecutors to raid Olympus on Wednesday: media ,0.029825423296426123
99688,99688,2011-12-20," Olympus extends gains, jumps more than 14 percent ",0.029825423296426123
99689,99689,2011-12-20, Olympus ex-CEO says firm's main bank SMFG declined meeting ,0.029825423296426123
99690,99690,2011-12-20," Oracle sales miss forecasts, shares plunge ",0.029825423296426123
99691,99691,2011-12-20," Instant view: Oracle software, hardware results disappoint ",0.029825423296426123
99692,99692,2011-12-20, Three European companies douse hopes for new drugs ,0.029825423296426123
99693,99693,2011-12-20, Philip Morris to fight Australia plain packaging laws ,0.029825423296426123
99694,99694,2011-12-20, Judge weighs whether Allen Stanford fit for trial ,0.029825423296426123
99695,99695,2011-12-20, Japan to take over two thirds stake in Tepco: Yomiuri ,0.029825423296426123
99696,99696,2011-12-20, Ex-UBS trader due to enter plea in fraud case ,0.029825423296426123
99697,99697,2011-12-20, Ex-UBS trader fraud case delayed after legal switch ,0.029825423296426123
99698,99698,2011-12-20, Analysis: United Tech CEO sharpens portfolio-pruning shears ,0.029825423296426123
99699,99699,2011-12-20, Instant view: Housing starts hit 1-1/2 year high in November ,0.029825423296426123
99700,99700,2011-12-20, From emerging markets to Europe: Van Eck plans euro ETF ,0.029825423296426123
99701,99701,2011-12-20, Immigrants founded half of top U.S. start-up companies ,0.029825423296426123
99702,99702,2011-12-20, Vulcan Materials to streamline organization ,0.029825423296426123
99703,99703,2011-12-21, Avago sees industrial chip orders at bottom ,0.0019495059855065835
99704,99704,2011-12-21, BofA's Countrywide to pay $335 million over bias case ,0.0019495059855065835
99705,99705,2011-12-21, BoE mulls more QE as economy falters ,0.0019495059855065835
99706,99706,2011-12-21, China Premier says banks must ease pain for business: reports ,0.0019495059855065835
99707,99707,2011-12-21, China tells U.S. to axe anti-subsidy probe on tires ,0.0019495059855065835
99708,99708,2011-12-21," Banks gorge on ECB loans, market cheer short-lived ",0.0019495059855065835
99709,99709,2011-12-21, Exclusive: Italian banks tap 116 billion euros of ECB loans ,0.0019495059855065835
99710,99710,2011-12-21, Instant View: ECB allots 489 billion euros at 3-year tender ,0.0019495059855065835
99711,99711,2011-12-21, Home sales hint at recovery after deep slump ,0.0019495059855065835
99712,99712,2011-12-21, Top EU court upholds carbon airline law ,0.0019495059855065835
99713,99713,2011-12-21, Court ruling on EU carbon airline law dismays U.S. ,0.0019495059855065835
99714,99714,2011-12-21, Fed proposes rules to tame Wall Street risk-taking ,0.0019495059855065835
99715,99715,2011-12-21, Home foreclosures jump in third quarter ,0.0019495059855065835
99716,99716,2011-12-21, Fortress Investment says CEO Mudd takes leave of absence ,0.0019495059855065835
99717,99717,2011-12-21, Analysis: Germany faces recession risk as crisis hits confidence ,0.0019495059855065835
99718,99718,2011-12-21," Heungkuk, Goldman to arbitrate dispute ",0.0019495059855065835
99719,99719,2011-12-21, Analysis: Reserve managers losing patience with government debt ,0.0019495059855065835
99720,99720,2011-12-21, Exclusive: Italian banks tap 116 billion euros of ECB loans ,0.0019495059855065835
99721,99721,2011-12-21, BOJ warns of economic standstill as exports slump ,0.0019495059855065835
99722,99722,2011-12-21, Jefferies wins over critics by reducing risk ,0.0019495059855065835
99723,99723,2011-12-21," KB Home margins fall, shares drop ",0.0019495059855065835
99724,99724,2011-12-21, Oracle drags tech shares; euro off after ECB ,0.0019495059855065835
99725,99725,2011-12-21," Oracle sinks Nasdaq; Dow, S&P hold firm ",0.0019495059855065835
99726,99726,2011-12-21, Analysis: Money managers forge ahead despite volatility ,0.0019495059855065835
99727,99727,2011-12-21, Insight: U.S. commodity markets shrink after MF Global failure ,0.0019495059855065835
99728,99728,2011-12-21, Factbox: Key executive players in the Olympus scandal ,0.0019495059855065835
99729,99729,2011-12-21," Olympus offices, homes raided in accounting scandal ",0.0019495059855065835
99730,99730,2011-12-21, Factbox: Oracle's atypically harsh report card ,0.0019495059855065835
99731,99731,2011-12-21, Oracle miss sparks Wall St fears of spending cuts ,0.0019495059855065835
99732,99732,2011-12-21," Instant view: Oracle software, hardware results disappoint ",0.0019495059855065835
99733,99733,2011-12-21, Saab Cars North America appoints administrator ,0.0019495059855065835
99734,99734,2011-12-21, Spain's Rajoy sworn in as prime minister ,0.0019495059855065835
99735,99735,2011-12-21," Stanford's memory impaired, witnesses say ",0.0019495059855065835
99736,99736,2011-12-21, Japan to take over two thirds stake in Tepco: report ,0.0019495059855065835
99737,99737,2011-12-21, Instant view: Existing home sales jump in November ,0.0019495059855065835
99738,99738,2011-12-21, Mortgage applications eased last week: MBA ,0.0019495059855065835
99739,99739,2011-12-21, Fitch again warns U.S. debt burden threatens AAA rating ,0.0019495059855065835
99740,99740,2011-12-21, Regulator considers mortgage debt reduction for bankrupt: report ,0.0019495059855065835
99741,99741,2011-12-21, Walgreen unlikely to make up with Express Scripts ,0.0019495059855065835
99742,99742,2011-12-21, NYC pension funds want tougher Wall Street clawbacks ,0.0019495059855065835
99743,99743,2011-12-21, Yahoo to weigh deals for Asian assets: sources ,0.0019495059855065835
99744,99744,2011-12-22," Airbus expands order record, Boeing set to rebound ",0.008265549753183832
99745,99745,2011-12-22, Apple nears German court rebuff in row with Samsung ,0.008265549753183832
99746,99746,2011-12-22," In shadow of protests, UK banks rekindle ethics debate ",0.008265549753183832
99747,99747,2011-12-22," In shadow of protests, UK banks rekindle ethics debate ",0.008265549753183832
99748,99748,2011-12-22, BofA's Countrywide to pay $335 million over bias case ,0.008265549753183832
99749,99749,2011-12-22, Bond manager Gundlach sees debt crescendo: report ,0.008265549753183832
99750,99750,2011-12-22," Rio police seek to indict Chevron, Transocean officials ",0.008265549753183832
99751,99751,2011-12-22, Stern Advice: Financial predictions for 2012 ,0.008265549753183832
99752,99752,2011-12-22, Stern Advice: The top 10 money stories of 2011 ,0.008265549753183832
99753,99753,2011-12-22, EC antitrust officials not swayed by NYSE-Deutsche Boerse ,0.008265549753183832
99754,99754,2011-12-22, Analysis: ECB cash to give indirect boost via banks ,0.008265549753183832
99755,99755,2011-12-22, Jobless claims drop signals economic momentum ,0.008265549753183832
99756,99756,2011-12-22, EU airline carbon move could spark trade war: China ,0.008265549753183832
99757,99757,2011-12-22, Analysis: Searching for glimmers of euro zone hope in 2012 ,0.008265549753183832
99758,99758,2011-12-22, ESRB's warns financial stresses have worsened ,0.008265549753183832
99759,99759,2011-12-22," Analysis: For euro zone, a year of deleveraging dangerously ",0.008265549753183832
99760,99760,2011-12-22," Exclusive: Oil fund BlueGold loses focus, sinks deep into red ",0.008265549753183832
99761,99761,2011-12-22, Paulson funds down again in December: source ,0.008265549753183832
99762,99762,2011-12-22, Banks' advisory fee slump deepens in crisis-hit fourth quarter ,0.008265549753183832
99763,99763,2011-12-22, Factbox: Italy PM Monti's austerity package ,0.008265549753183832
99764,99764,2011-12-22, Italy parliament votes to seal austerity budget ,0.008265549753183832
99765,99765,2011-12-22, Banks lead equities higher; euro pressured ,0.008265549753183832
99766,99766,2011-12-22, Rally brings S&P closer to break-even for 2011 ,0.008265549753183832
99767,99767,2011-12-22, MF Global trustee completes third customer transfer ,0.008265549753183832
99768,99768,2011-12-22," Deutsche Boerse, NYSE deal wins U.S. approval ",0.008265549753183832
99769,99769,2011-12-22, Watchdog faults Ernst & Young on audits ,0.008265549753183832
99770,99770,2011-12-22, Moody's cuts Slovenia's credit rating one notch to A1 ,0.008265549753183832
99771,99771,2011-12-22," Stanford's memory impaired, witnesses say ",0.008265549753183832
99772,99772,2011-12-22, Judge rules Allen Stanford competent to stand trial ,0.008265549753183832
99773,99773,2011-12-22, What will Santa leave in Wall Street's stocking? ,0.008265549753183832
99774,99774,2011-12-22, Tepco to raise customer rates as fuel costs rise ,0.008265549753183832
99775,99775,2011-12-22, Thomson Reuters suspends sale of healthcare unit ,0.008265549753183832
99776,99776,2011-12-22," After a year of disasters, Toyota sees record sales ",0.008265549753183832
99777,99777,2011-12-22, Toyota expects record sales in 2012 ,0.008265549753183832
99778,99778,2011-12-22, Sending out 2011 with a rush on flexible spending ,0.008265549753183832
99779,99779,2011-12-22, Third-quarter growth revised down on healthcare ,0.008265549753183832
99780,99780,2011-12-22, Instant view: Jobless claims fall to lowest since April 2008 ,0.008265549753183832
99781,99781,2011-12-22, December consumer sentiment at highest level in 6 months ,0.008265549753183832
99782,99782,2011-12-22, Special report: The watchdogs that didn't bark ,0.008265549753183832
99783,99783,2011-12-22, European banks retreat from U.S. property sector ,0.008265549753183832
99784,99784,2011-12-22," Retailers' graveyard shift wins over shoppers, analysts ",0.008265549753183832
99785,99785,2011-12-22, New-car sales pace in December to top 13 million: J.D. Power ,0.008265549753183832
99786,99786,2011-12-22," Wall Street job, bonus cuts to hurt growth: report ",0.008265549753183832
99787,99787,2011-12-22, Yahoo to weigh deals for Asian assets: sources ,0.008265549753183832
99788,99788,2011-12-23, AIG's Benmosche wants to extend his stay: report ,0.009035052675189448
99789,99789,2011-12-23, Amazon may benefit as digital goods sales jump ,0.009035052675189448
99790,99790,2011-12-23, BofA mulls more asset sales to boost capital ,0.009035052675189448
99791,99791,2011-12-23," UK plans to ban ""excessive"" credit card surcharges ",0.009035052675189448
99792,99792,2011-12-23, Exclusive: China's CIC to get $50 billion boost ,0.009035052675189448
99793,99793,2011-12-23, Clearing in spotlight after MF Global debacle ,0.009035052675189448
99794,99794,2011-12-23, High-frequency oil trader fined for runaway trades ,0.009035052675189448
99795,99795,2011-12-23, Craftsman pulls lux tractor to Detroit auto show ,0.009035052675189448
99796,99796,2011-12-23, GE unit to pay $70 million over muni bond bid-rigging ,0.009035052675189448
99797,99797,2011-12-23, Halliburton CEO trims stake again with $1 million gift ,0.009035052675189448
99798,99798,2011-12-23, IMF urges members to boost funding under 2010 plan ,0.009035052675189448
99799,99799,2011-12-23, News Corp near hiring new top lawyer: source ,0.009035052675189448
99800,99800,2011-12-23," Analysis: As euro steadies, fund managers hedge bearish bets ",0.009035052675189448
99801,99801,2011-12-23," U.S. economy hopes boost stocks, oil ",0.009035052675189448
99802,99802,2011-12-23, Santa rally puts S&P 500 up for the year ,0.009035052675189448
99803,99803,2011-12-23, Wall St Week Ahead: Santa rally may face test next week ,0.009035052675189448
99804,99804,2011-12-23, Exclusive: Petronas in talks with oil majors for petchem tie-up ,0.009035052675189448
99805,99805,2011-12-23, Banks downgrade threat remains despite ECB funds: S&P ,0.009035052675189448
99806,99806,2011-12-23, UBS gives up on top-10 investment bank ranking ,0.009035052675189448
99807,99807,2011-12-23, United Continental shares off on revenue concerns ,0.009035052675189448
99808,99808,2011-12-23, Instant view: Durable goods orders jump in November on aircraft ,0.009035052675189448
99809,99809,2011-12-23," Consumer, business spending point to slower growth ",0.009035052675189448
99810,99810,2011-12-23, Corporations gear up for major U.S. tax battle ,0.009035052675189448
99811,99811,2011-12-23, World economy to trudge on in 2012 despite Europe: poll ,0.009035052675189448
99812,99812,2011-12-24," As Kodak struggles, Eastman Chemical thrives ",0.0
99813,99813,2011-12-24, ECB's Visco hints at lower rates if economy worsens ,0.0
99814,99814,2011-12-24, Santa rally puts S&P 500 up for the year ,0.0
99815,99815,2011-12-24, Santa rally may face test next week ,0.0
99816,99816,2011-12-24," ""Theme Park 2.0"" features pricey, high-tech attractions ",0.0
99817,99817,2011-12-24," Stores see busy, but not bang-up Christmas Eve ",0.0
99818,99818,2011-12-24, Corporations gear up for major U.S. tax battle ,0.0
99819,99819,2011-12-24, World economy to trudge on in 2012 despite Europe: poll ,0.0
99820,99820,2011-12-25, Audi CEO: Auto industry faces tougher year in 2012 ,0.0
99821,99821,2011-12-25, China central bank chief: cut reliance on rating agencies ,0.0
99822,99822,2011-12-25," Japan, China look to trade talks, debt buys ",0.0
